,0,1,2,3
[39 41],-8.820875,-0.3874411093339988,-0.3733928821191407,-7.5225
[39 40],-8.928747914023438,-5.0,-0.37765119173437506,-0.3873104039404297
[39 39],-9.494648671875,-10.044703775390627,-0.35685012898437507,-0.3927581851567383
[39 38],-7.60170871875,-8.91628157421875,-0.35056321132812507,-0.3607568610825196
[39 37],-5.0,-0.35295560126953135,-10.230999629199218,-0.35854014423828134
[40 37],-0.368553753076172,-0.30019051171875005,-9.536139375,-7.5225
[41 37],-0.30889884843750004,-0.269606109375,-8.7725,-5.0
[42 37],-0.2830284140625,-0.265286328125,-5.0,-9.5565320390625
[43 37],-0.280870390625,-0.26142180546875005,-5.0,-5.0
[44 37],-0.28568539062500004,-0.27840332890625,-9.873279300781249,-5.0
[45 37],-0.29169204687500006,-0.29182676562500004,-8.812156250000001,-9.54700911796875
[46 37],-0.29637018359375006,-0.265850859375,-9.408750000000001,-7.5
[47 37],-0.27163560937500003,-9.98245828125,-0.24758015625000002,-9.8641963671875
[47 36],-5.0,-5.0,-0.2577403125,-0.259421484375
[47 35],-0.24369687500000003,-8.8158125,-0.27303634062500004,-0.2743041796875
[46 35],-0.266914765625,-0.27409950781250003,-10.14300345703125,-8.83184375
[45 35],-0.2702563671875,-0.28632611328125,-9.952453125000002,-7.59443390625
[44 35],-0.24806250000000002,-0.288656069140625,-8.8976657421875,-7.5545625
[43 35],-0.20318750000000002,-0.273846796875,-9.857276562500001,-8.887151562500001
[42 35],-0.14750000000000002,-0.2431925,-7.5,-9.432375
[41 35],-0.256629515625,-0.20237187500000003,-5.0,-9.414375
[40 35],-0.23268937500000003,-0.24052781250000002,-7.5,-8.84221765625
[47 34],-5.0,-8.8881151953125,-0.29064787109375007,-0.25863476562500004
[47 33],-0.3156088151367188,-7.6023238125,-10.002656583984376,-0.29254578125
[46 33],-0.28848783281250007,-0.30685101269531256,-5.0,-8.869862200390624
[45 33],-5.0,-0.29312722382812506,-0.28822140429687504,-8.8577046875
[45 32],-7.59883828125,-8.898257421875,-0.29596033203125005,-0.29923236517578133
[45 31],-8.798937500000001,-8.8722565625,-0.27761060156250006,-0.3009529765625001
[45 30],-9.51294113671875,-5.0,-0.293111375,-0.28770867187500004
[45 29],-5.0,-7.60454625,-0.29766987500000003,-0.309896216796875
[45 28],-8.75,-5.0,-0.29894112890625,-0.3101283552734375
[45 27],-5.0,-0.30474279570312507,-9.56484009375,-0.28276746093750005
[46 27],-0.30837762500000004,-0.29241761953125,-5.0,-7.604379609375
[47 27],-0.29752429687500004,-8.827625,-0.28560754765625,-0.3214436907617188
[47 28],-9.88527753125,-9.52102440234375,-0.3124053294921876,-0.3377363713007814
[47 26],-9.990424828125,-7.61840428125,-0.29379575855468754,-0.29549921562500003
[47 25],-0.284912294140625,-9.877430915175783,-7.6181831101171875,-0.30238692968750003
[46 25],-0.26932140703125,-0.3046233171875,-7.620635040234375,-9.551187540234375
[45 25],-9.4806628125,-0.289200821484375,-0.29225746484375004,-5.0
[45 24],-10.04482691015625,-5.0,-0.291538895703125,-0.29571286718750006
[45 23],-5.0,-0.26614685156250006,-8.8533875,-0.31172530156250006
[46 23],-0.28005718828125004,-0.28248430542968755,-5.0,-7.61465015625
[47 23],-0.293809296875,-8.852501562499999,-0.3004386339843751,-9.4939378125
[47 22],-7.600279828125,-7.6232453953125,-0.29010956035156255,-0.30318255468750005
[47 29],-9.917072962560546,-7.532625,-0.3415425285351563,-0.31662096796875
[47 21],-7.605796219921875,-5.0,-0.29184647087890625,-0.3049332265625001
[47 20],-5.0,-7.5963501328125,-0.28407667968750006,-0.31862996972656255
[47 19],-5.0,-7.608999140625,-0.24222031250000003,-0.30473203160156254
[47 18],-5.0,-5.0,-0.24394654687500003,-0.266324903515625
[47 17],-0.21179093750000005,-5.0,-5.0,-0.27058359375
[46 17],-0.24920156250000003,-0.24722984375000004,-7.54843125,-7.5545625
[45 17],-0.29752752769531254,-0.26254757812500007,-5.0,-9.8606138046875
[44 17],-0.29873329765625,-0.29476902734375005,-9.470644828125,-7.559625
[43 17],-0.28450548046875,-0.31355124921875,-0.2850280394140626,-7.5495
[42 17],-0.23704734375000006,-0.31131731191406253,-7.5225,-8.78375
[41 17],-7.57813125,-0.25075286718750006,-5.0,-0.23894718750000005
[43 16],-9.454875000000001,-9.476896875000001,-0.29594808359375,-0.29962623593750004
[41 18],-5.0,-7.5838265625,-0.2445890625,-0.25668773437500003
[43 15],-7.621014411328125,-0.29459108046875004,-9.47715,-0.3064707855078126
[44 15],-0.2873619921875,-0.30602964453125003,-7.61833296328125,-7.61833296328125
[45 15],-0.3099319179687501,-0.282719957421875,-9.879947861328125,-5.0
[46 15],-0.28521763671875,-0.2848555585546876,-7.613874957421875,-8.86495671875
[47 15],-0.27774470039062504,-5.0,-9.524831581992188,-5.0
[41 19],-9.43125,-9.4961878125,-0.25834218750000004,-0.24813210937500002
[41 20],-7.5225,-5.0,-0.25429640625000005,-0.2491016484375
[41 21],-9.5169594609375,-8.81328125,-0.25127226562500005,-0.24402312500000004
[41 22],-5.0,-7.574334375,-0.2355546875,-0.24658171875
[41 23],-7.5,-0.258112265625,-0.25812843750000003,-8.8214375
[42 23],-0.27254812500000003,-0.25183203125000003,-8.8214375,-5.0
[43 23],-0.2866949375,-8.78375,-0.26642671875,-0.289741001953125
[43 24],-8.8378625,-8.8434875,-0.3027591328125,-0.3006899726562501
[43 25],-7.559625,-9.56557278515625,-0.311752825390625,-0.26199781250000004
[43 26],-8.925501845703124,-7.61729559375,-0.273065,-0.30348858945312507
[43 27],-0.31739692968750005,-5.0,-0.31089497070312505,-7.5685096875
[43 22],-9.47608125,-9.4245,-0.25326309375,-0.25361718750000006
[43 21],-9.883125,-0.215838125,-10.1032522109375,-0.25699640625
[44 21],-0.22571281249999997,-0.20996562500000004,-7.5662315625,-5.0
[45 21],-0.21140984375,-5.0,-0.25252220390625,-7.5
[45 20],-8.866355016406251,-7.5646875,-0.22867523437500004,-0.24619380468750002
[45 19],-0.23407171875000005,-7.53375,-5.0,-0.18900000000000003
[44 19],-0.2319875,-0.22350937500000004,-5.0,-8.835269375
[43 19],-5.0,-0.23733406250000003,-5.0,-5.0
[42 27],-0.31667098828125007,-0.3230861970703126,-7.6088064140625,-8.89071208203125
[41 27],-9.901844835312499,-0.3165822960937501,-0.36832050718212894,-0.3358313966210938
[41 28],-8.890328425742187,-9.894228734902345,-0.3381744409765625,-0.35334670441699223
[41 29],-8.8972056875,-9.54673996875,-0.34982101368164065,-0.3655482600770996
[41 26],-8.954377308699218,-7.5225,-0.3771579860923828,-0.3593388438867188
[41 25],-8.988442735527734,-8.959823073549805,-9.619793585808106,-0.383128262466797
[41 30],-9.8403003125,-9.967770000000002,-0.3623896960185547,-0.3982694907521973
[41 31],-9.951723574851421,-0.4272381382604653,-0.39805630893344734,-9.513200625
[42 31],-0.43310748206132066,-0.44338754472061237,-9.554859235936481,-10.161871544121151
[43 31],-0.45678920149470553,-10.12266387143844,-0.4851992854864984,-0.45417719218460073
[43 30],-9.645981688295926,-8.985500699857564,-0.4674237108245667,-0.4767954187928083
[43 29],-8.947627407099109,-9.3975,-8.877030439003907,-0.47058502416122117
[43 32],-5.0,-10.226459690761718,-0.46540622805806314,-0.45331699487221067
[43 33],-0.44913046087609626,-9.97929435800405,-0.47051431219008516,-9.842110156250001
[42 33],-0.4164393145293458,-0.46537941553122153,-9.8632221875,-8.846553125
[41 33],-0.4176975545760255,-0.4255901079455567,-8.9366471046875,-9.64509000645381
[40 33],-0.41658491874697756,-0.4283438553166749,-9.977103915277343,-7.61372146875
[39 33],-0.41508632711687016,-0.40821948455468754,-9.96383130674829,-7.670964428694609
[38 33],-0.4453035381143846,-0.42315275975117195,-8.932709237304687,-7.676641975966113
[37 33],-0.40585537474885747,-0.4403812752268189,-9.8191323828125,-10.151450271576563
[36 33],-0.4379501636087356,-0.4262791913863526,-9.905938988229732,-7.62718360546875
[35 33],-0.44445701742604743,-0.4495940747143946,-9.904301649863282,-9.682423407796726
[34 33],-0.4147795717700318,-0.46032419604568126,-9.652523022103836,-10.017778660757497
[33 33],-9.830964921875,-0.4496220807068629,-0.3786124280244141,-10.059786960174316
[33 32],-8.972395174121093,-8.783750000000001,-0.3646593106933594,-0.400078528035791
[33 31],-0.3572994767578125,-0.33229273170898443,-9.4608375,-0.38419231600341797
[34 31],-0.3387774828125001,-0.31830484511718754,-8.795,-9.494265468750001
[35 31],-0.3386396689746094,-0.3087314046679688,-7.586788125,-7.539375
[36 31],-0.3236320913671875,-0.3077848083984376,-7.5961875,-5.0
[32 31],-0.3717786545263672,-0.37209789369287116,-9.567579765820312,-8.955913630012695
[31 31],-7.5,-0.3904778499233399,-7.5,-0.3886059771401368
[37 31],-0.31636003828125003,-0.28890215234375005,-8.904642918359375,-8.9065648296875
[38 31],-0.29693366796875004,-0.2965271601171875,-8.900946653515625,-9.49250610234375
[39 31],-0.29852683671875,-5.0,-0.26736608671875006,-5.0
[39 30],-10.08990671953125,-7.60042234453125,-0.2656248828125,-0.24727148437500002
[39 29],-7.5,-5.0,-0.2351290625,-0.2667827890625
[39 28],-9.479328281250002,-7.59307828125,-0.2663578828125,-0.24639875
[39 27],-5.0,-5.0,-5.0,-0.258445546875
[31 32],-9.628104530772283,-8.897597358886719,-0.4092526578488526,-0.4259828732855469
[31 33],-10.272363622704127,-9.650710986136012,-0.43027961255751473,-0.4018014689741211
[31 34],-9.54858868480957,-9.5204878125,-0.416344203192533,-0.4148094219156738
[31 35],-8.86966484375,-0.4224362111868714,-0.42869368116142825,-0.41721905993002933
[31 36],-7.6595285455341795,-9.985824650437841,-0.4333587687765778,-0.4221387525321534
[31 37],-7.57459734375,-9.547366639453125,-0.4297111974192759,-10.08862801845996
[32 35],-0.4296567204736633,-0.4074411515864258,-8.89761086328125,-9.567611940820314
[33 35],-0.4122913441260804,-0.3801571985615234,-9.476103180468751,-7.62140533125
[34 35],-0.3836547425439454,-0.3539531230086914,-10.126180457814453,-10.025275909394532
[35 35],-0.35922368927050785,-7.5225,-7.627610089453125,-8.877610089453125
[47 30],-9.738125,-9.829511551953125,-0.33011508105468756,-0.31079089062500004
[47 31],-8.8606509921875,-5.0,-0.32165176270507817,-5.0
[39 35],-0.21632890625,-0.24200578125000005,-5.0,-5.0
[38 35],-0.23013125000000004,-0.22902031250000005,-7.5761034375,-9.484009687499999
[37 35],-5.0,-0.24611750000000004,-9.414375,-0.22283437500000003
[37 36],-7.578789375,-8.8689321875,-0.24030435937500003,-0.21726562500000005
[37 37],-0.20971250000000002,-5.0,-0.23990765625000005,-8.7725
[36 37],-0.20870000000000002,-0.24007568750000002,-7.53375,-5.0
[35 37],-0.1749190625,-0.2242510859375,-8.75,-8.8455125
[34 37],-0.18670312500000003,-0.2004875,-5.0,-5.0
[33 37],-7.5225,-0.21013125,-7.5225,-0.19536562500000001
[33 38],-5.0,-5.0,-0.20045625,-0.16468125000000003
[33 39],-0.13137500000000002,-5.0,-0.15900000000000003,-5.0
[32 39],-0.12125000000000001,-0.13812500000000003,-7.5489375,-8.805125
[31 39],-0.07500000000000001,-0.15275,-7.5225,-7.5
[30 39],-0.05,-0.10875000000000001,-5.0,-5.0
[29 39],-5.0,-0.05,-0.05,-5.0
[29 38],0.0,-5.0,0.0,-0.05
[41 43],-0.46368484224781714,-9.017886330567471,-10.092992888342286,-0.4703843881470714
[41 44],-10.320960582747695,-9.952629770675586,-0.4803676182745254,-0.45977107828128233
[41 45],-0.45491039865875227,-8.984892506404663,-0.47572990437978624,-10.261397094028688
[40 45],-0.4671830080716367,-0.4686075840969866,-9.937916915738134,-7.697458109606653
[39 45],-7.593464296875,-0.4672676204530671,-7.593464296875,-8.933963998293946
[33 42],-5.0,-5.0,-0.3442943713476563,-0.3451527100400391
[33 43],-0.32887225692382815,-5.0,-0.3474963994160157,-8.8790290625
[32 43],-0.322207879296875,-0.328681943459961,-7.624305231445312,-5.0
[31 43],-7.5,-0.31506986328125003,-7.6137246890625,-5.0
[41 63],-0.13012500000000002,-0.1325,-5.0,-5.0
[42 63],-0.107625,-0.13875000000000004,-5.0,-5.0
[43 63],-0.13593125,-0.08750000000000001,-5.0,-5.0
[44 63],-0.12000000000000002,50.0,-5.0,0.0
terminal,0.0,0.0,0.0,0.0
