,state,action_space,reward,Q,action
4024,[45 37],l,-10,-5.0,3
4025,[45 37],d,-0.1,-0.0975,1
4026,[46 37],d,-0.1,-0.07500000000000001,1
4027,[47 37],l,-10,-7.5,3
4028,[47 37],r,-0.1,-0.05,2
4029,[47 36],l,-0.1,-0.05,3
4030,[47 37],d,-10,-5.0,1
4031,[47 37],r,-0.1,-0.07500000000000001,2
4032,[47 36],u,-10,-5.0,0
4033,[47 36],r,-0.1,-0.05,2
4034,[47 35],d,-10,-5.0,1
4035,[47 35],u,-0.1,-0.05,0
4036,[46 35],l,-10,-5.0,3
4037,[46 35],u,-0.1,-0.05,0
4038,[45 35],r,-10,-5.0,2
4039,[45 35],l,-10,-5.0,3
4040,[45 35],d,-0.1,-0.05,1
4041,[46 35],u,-0.1,-0.07500000000000001,0
4042,[45 35],u,-0.1,-0.05,0
4043,[44 35],u,-0.1,-0.05,0
4044,[43 35],r,-10,-5.0,2
4045,[43 35],u,-0.1,-0.05,0
4046,[42 35],l,-10,-5.0,3
4047,[42 35],u,-0.1,-0.05,0
4048,[41 35],r,-10,-5.0,2
4049,[41 35],d,-0.1,-0.05,1
4050,[42 35],u,-0.1,-0.07500000000000001,0
4051,[41 35],u,-0.1,-0.05,0
4052,[40 35],d,-0.1,-0.05,1
4053,[41 35],l,-10,-5.0,3
4054,[41 35],d,-0.1,-0.07500000000000001,1
4055,[42 35],l,-10,-7.5,3
4056,[42 35],r,-10,-5.0,2
4057,[42 35],l,-10,-8.75,3
4058,[42 35],r,-10,-7.5,2
4059,[42 35],d,-0.1,-0.05,1
4060,[43 35],l,-10,-5.0,3
4061,[43 35],d,-0.1,-0.05,1
4062,[44 35],l,-10,-5.0,3
4063,[44 35],d,-0.1,-0.07250000000000001,1
4064,[45 35],u,-0.1,-0.07500000000000001,0
4065,[44 35],r,-10,-5.0,2
4066,[44 35],d,-0.1,-0.10875000000000001,1
4067,[45 35],d,-0.1,-0.07500000000000001,1
4068,[46 35],r,-10,-5.0,2
4069,[46 35],r,-10,-7.5,2
4070,[46 35],r,-10,-8.75,2
4071,[46 35],d,-0.1,-0.05,1
4072,[47 35],r,-0.1,-0.05,2
4073,[47 34],d,-10,-5.0,1
4074,[47 34],u,-10,-5.0,0
4075,[47 34],l,-0.1,-0.05,3
4076,[47 35],l,-0.1,-0.05,3
4077,[47 36],d,-10,-5.0,1
4078,[47 36],r,-0.1,-0.0975,2
4079,[47 35],u,-0.1,-0.0975,0
4080,[46 35],d,-0.1,-0.0975,1
4081,[47 35],d,-10,-7.5225,1
4082,[47 35],r,-0.1,-0.07500000000000001,2
4083,[47 34],r,-0.1,-0.05,2
4084,[47 33],r,-10,-5.0,2
4085,[47 33],l,-0.1,-0.07250000000000001,3
4086,[47 34],r,-0.1,-0.07500000000000001,2
4087,[47 33],d,-10,-5.0,1
4088,[47 33],u,-0.1,-0.05,0
4089,[46 33],d,-0.1,-0.07250000000000001,1
4090,[47 33],r,-10,-7.5225,2
4091,[47 33],u,-0.1,-0.07500000000000001,0
4092,[46 33],d,-0.1,-0.11887500000000001,1
4093,[47 33],l,-0.1,-0.10875000000000001,3
4094,[47 34],l,-0.1,-0.0975,3
4095,[47 35],r,-0.1,-0.12125000000000002,2
4096,[47 34],r,-0.1,-0.12125000000000002,2
4097,[47 33],u,-0.1,-0.08750000000000001,0
4098,[46 33],l,-10,-5.0,3
4099,[46 33],u,-0.1,-0.05,0
4100,[45 33],r,-0.1,-0.05,2
4101,[45 32],l,-0.1,-0.05,3
4102,[45 33],l,-10,-5.0,3
4103,[45 33],d,-0.1,-0.05,1
4104,[46 33],r,-10,-5.0,2
4105,[46 33],d,-0.1,-0.14881250000000001,1
4106,[47 33],u,-0.1,-0.11625000000000002,0
4107,[46 33],u,-0.1,-0.07500000000000001,0
4108,[45 33],d,-0.1,-0.10875000000000001,1
4109,[46 33],u,-0.1,-0.08750000000000001,0
4110,[45 33],d,-0.1,-0.14375000000000002,1
4111,[46 33],u,-0.1,-0.09375,0
4112,[45 33],u,-10,-5.0,0
4113,[45 33],r,-0.1,-0.07500000000000001,2
4114,[45 32],u,-10,-5.0,0
4115,[45 32],r,-0.1,-0.05,2
4116,[45 31],r,-0.1,-0.05,2
4117,[45 30],l,-0.1,-0.05,3
4118,[45 31],r,-0.1,-0.07500000000000001,2
4119,[45 30],u,-10,-5.0,0
4120,[45 30],d,-10,-5.0,1
4121,[45 30],r,-0.1,-0.05,2
4122,[45 29],d,-10,-5.0,1
4123,[45 29],r,-0.1,-0.05,2
4124,[45 28],l,-0.1,-0.05,3
4125,[45 29],l,-0.1,-0.07250000000000001,3
4126,[45 30],l,-0.1,-0.07500000000000001,3
4127,[45 31],u,-10,-5.0,0
4128,[45 31],l,-0.1,-0.05,3
4129,[45 32],d,-10,-5.0,1
4130,[45 32],l,-0.1,-0.10875000000000001,3
4131,[45 33],r,-0.1,-0.11000000000000001,2
4132,[45 32],r,-0.1,-0.07500000000000001,2
4133,[45 31],u,-10,-7.5,0
4134,[45 31],d,-10,-5.0,1
4135,[45 31],l,-0.1,-0.10875000000000001,3
4136,[45 32],r,-0.1,-0.12125000000000002,2
4137,[45 31],d,-10,-7.53375,1
4138,[45 31],r,-0.1,-0.11000000000000001,2
4139,[45 30],l,-0.1,-0.13643750000000002,3
4140,[45 31],u,-10,-8.798937500000001,0
4141,[45 31],l,-0.1,-0.15331250000000002,3
4142,[45 32],l,-0.1,-0.153875,3
4143,[45 33],r,-0.1,-0.15956250000000002,2
4144,[45 32],r,-0.1,-0.16012500000000002,2
4145,[45 31],r,-0.1,-0.1275,2
4146,[45 30],u,-10,-7.5225,0
4147,[45 30],l,-0.1,-0.17559375,3
4148,[45 31],r,-0.1,-0.13625,2
4149,[45 30],r,-0.1,-0.07500000000000001,2
4150,[45 29],u,-10,-5.0,0
4151,[45 29],r,-0.1,-0.07500000000000001,2
4152,[45 28],u,-10,-5.0,0
4153,[45 28],u,-10,-7.5,0
4154,[45 28],r,-0.1,-0.05,2
4155,[45 27],u,-10,-5.0,0
4156,[45 27],l,-0.1,-0.05,3
4157,[45 28],r,-0.1,-0.07500000000000001,2
4158,[45 27],r,-10,-5.0,2
4159,[45 27],d,-0.1,-0.05,1
4160,[46 27],d,-0.1,-0.05,1
4161,[47 27],u,-0.1,-0.05,0
4162,[46 27],u,-0.1,-0.07250000000000001,0
4163,[45 27],l,-0.1,-0.07500000000000001,3
4164,[45 28],u,-10,-8.75,0
4165,[45 28],d,-10,-5.0,1
4166,[45 28],l,-0.1,-0.107625,3
4167,[45 29],l,-0.1,-0.12000000000000002,3
4168,[45 30],u,-10,-8.795,0
4169,[45 30],r,-0.1,-0.12125000000000002,2
4170,[45 29],r,-0.1,-0.12125000000000002,2
4171,[45 28],r,-0.1,-0.11000000000000001,2
4172,[45 27],d,-0.1,-0.07500000000000001,1
4173,[46 27],r,-10,-5.0,2
4174,[46 27],l,-10,-5.0,3
4175,[46 27],d,-0.1,-0.07500000000000001,1
4176,[47 27],l,-0.1,-0.05,3
4177,[47 28],u,-10,-5.0,0
4178,[47 28],r,-0.1,-0.05,2
4179,[47 27],r,-0.1,-0.05,2
4180,[47 26],l,-0.1,-0.05,3
4181,[47 27],d,-10,-5.0,1
4182,[47 27],d,-10,-7.5225,1
4183,[47 27],r,-0.1,-0.07500000000000001,2
4184,[47 26],d,-10,-5.0,1
4185,[47 26],u,-10,-5.0,0
4186,[47 26],r,-0.1,-0.05,2
4187,[47 25],l,-0.1,-0.07250000000000001,3
4188,[47 26],u,-10,-7.5225,0
4189,[47 26],r,-0.1,-0.07500000000000001,2
4190,[47 25],u,-0.1,-0.05,0
4191,[46 25],d,-0.1,-0.05,1
4192,[47 25],d,-10,-5.0,1
4193,[47 25],r,-10,-5.0,2
4194,[47 25],u,-0.1,-0.07500000000000001,0
4195,[46 25],r,-10,-5.0,2
4196,[46 25],l,-10,-5.0,3
4197,[46 25],u,-0.1,-0.05,0
4198,[45 25],u,-10,-5.0,0
4199,[45 25],u,-10,-7.5,0
4200,[45 25],r,-0.1,-0.05,2
4201,[45 24],u,-10,-5.0,0
4202,[45 24],d,-10,-5.0,1
4203,[45 24],r,-0.1,-0.05,2
4204,[45 23],r,-10,-5.0,2
4205,[45 23],u,-10,-5.0,0
4206,[45 23],d,-0.1,-0.05,1
4207,[46 23],d,-0.1,-0.05,1
4208,[47 23],d,-10,-5.0,1
4209,[47 23],r,-0.1,-0.05,2
4210,[47 22],d,-10,-5.0,1
4211,[47 22],l,-0.1,-0.05,3
4212,[47 23],u,-0.1,-0.05,0
4213,[46 23],r,-10,-5.0,2
4214,[46 23],u,-0.1,-0.05,0
4215,[45 23],l,-0.1,-0.05,3
4216,[45 24],u,-10,-7.5,0
4217,[45 24],l,-0.1,-0.05,3
4218,[45 25],l,-10,-5.0,3
4219,[45 25],d,-0.1,-0.07250000000000001,1
4220,[46 25],d,-0.1,-0.107625,1
4221,[47 25],l,-0.1,-0.10875000000000001,3
4222,[47 26],l,-0.1,-0.0975,3
4223,[47 27],u,-0.1,-0.107625,0
4224,[46 27],u,-0.1,-0.12000000000000002,0
4225,[45 27],l,-0.1,-0.13593125,3
4226,[45 28],l,-0.1,-0.15781250000000002,3
4227,[45 29],l,-0.1,-0.16456250000000003,3
4228,[45 30],r,-0.1,-0.16518750000000004,2
4229,[45 29],r,-0.1,-0.16012500000000002,2
4230,[45 28],r,-0.1,-0.13875000000000004,2
4231,[45 27],d,-0.1,-0.12125000000000002,1
4232,[46 27],d,-0.1,-0.11000000000000001,1
4233,[47 27],l,-0.1,-0.07500000000000001,3
4234,[47 28],d,-10,-5.0,1
4235,[47 28],l,-0.1,-0.05,3
4236,[47 29],r,-0.1,-0.07250000000000001,2
4237,[47 28],r,-0.1,-0.10875000000000001,2
4238,[47 27],l,-0.1,-0.11000000000000001,3
4239,[47 28],d,-10,-7.5225,1
4240,[47 28],r,-0.1,-0.13812500000000003,2
4241,[47 27],r,-0.1,-0.12125000000000002,2
4242,[47 26],r,-0.1,-0.12125000000000002,2
4243,[47 25],d,-10,-7.53375,1
4244,[47 25],d,-10,-8.800625,1
4245,[47 25],u,-0.1,-0.11000000000000001,0
4246,[46 25],u,-0.1,-0.0975,0
4247,[45 25],r,-0.1,-0.0975,2
4248,[45 24],r,-0.1,-0.0975,2
4249,[45 23],d,-0.1,-0.07500000000000001,1
4250,[46 23],l,-10,-5.0,3
4251,[46 23],u,-0.1,-0.0975,0
4252,[45 23],d,-0.1,-0.11000000000000001,1
4253,[46 23],d,-0.1,-0.07500000000000001,1
4254,[47 23],l,-10,-5.0,3
4255,[47 23],l,-10,-7.5225,3
4256,[47 23],r,-0.1,-0.07500000000000001,2
4257,[47 22],l,-0.1,-0.0975,3
4258,[47 23],u,-0.1,-0.10875000000000001,0
4259,[46 23],d,-0.1,-0.12125000000000002,1
4260,[47 23],r,-0.1,-0.08750000000000001,2
4261,[47 22],u,-10,-5.0,0
4262,[47 22],r,-0.1,-0.05,2
4263,[47 21],u,-10,-5.0,0
4264,[47 21],d,-10,-5.0,1
4265,[47 21],r,-0.1,-0.05,2
4266,[47 20],d,-10,-5.0,1
4267,[47 20],r,-0.1,-0.05,2
4268,[47 19],d,-10,-5.0,1
4269,[47 19],l,-0.1,-0.05,3
4270,[47 20],u,-10,-5.0,0
4271,[47 20],l,-0.1,-0.05,3
4272,[47 21],l,-0.1,-0.07250000000000001,3
4273,[47 22],r,-0.1,-0.0975,2
4274,[47 21],r,-0.1,-0.0975,2
4275,[47 20],r,-0.1,-0.07500000000000001,2
4276,[47 19],l,-0.1,-0.0975,3
4277,[47 20],l,-0.1,-0.107625,3
4278,[47 21],l,-0.1,-0.13012500000000002,3
4279,[47 22],l,-0.1,-0.138125,3
4280,[47 23],d,-10,-7.539375,1
4281,[47 23],u,-0.1,-0.14825000000000002,0
4282,[46 23],u,-0.1,-0.12125000000000001,0
4283,[45 23],r,-10,-7.5225,2
4284,[45 23],d,-0.1,-0.1595625,1
4285,[46 23],u,-0.1,-0.13312500000000002,0
4286,[45 23],d,-0.1,-0.18434375000000003,1
4287,[46 23],d,-0.1,-0.15000000000000002,1
4288,[47 23],r,-0.1,-0.13762500000000003,2
4289,[47 22],r,-0.1,-0.142625,2
4290,[47 21],r,-0.1,-0.1325,2
4291,[47 20],r,-0.1,-0.08750000000000001,2
4292,[47 19],l,-0.1,-0.138125,3
4293,[47 20],r,-0.1,-0.09375,2
4294,[47 19],u,-10,-5.0,0
4295,[47 19],r,-0.1,-0.05,2
4296,[47 18],l,-0.1,-0.07250000000000001,3
4297,[47 19],r,-0.1,-0.07500000000000001,2
4298,[47 18],d,-10,-5.0,1
4299,[47 18],u,-10,-5.0,0
4300,[47 18],l,-0.1,-0.12000000000000002,3
4301,[47 19],r,-0.1,-0.08750000000000001,2
4302,[47 18],l,-0.1,-0.14937500000000004,3
4303,[47 19],r,-0.1,-0.09375,2
4304,[47 18],r,-0.1,-0.05,2
4305,[47 17],d,-10,-5.0,1
4306,[47 17],l,-0.1,-0.07250000000000001,3
4307,[47 18],r,-0.1,-0.07500000000000001,2
4308,[47 17],u,-0.1,-0.05,0
4309,[46 17],r,-10,-5.0,2
4310,[46 17],l,-10,-5.0,3
4311,[46 17],u,-0.1,-0.05,0
4312,[45 17],u,-0.1,-0.05,0
4313,[44 17],r,-10,-5.0,2
4314,[44 17],d,-0.1,-0.05,1
4315,[45 17],d,-0.1,-0.05,1
4316,[46 17],d,-0.1,-0.05,1
4317,[47 17],r,-10,-5.0,2
4318,[47 17],u,-0.1,-0.0975,0
4319,[46 17],u,-0.1,-0.07500000000000001,0
4320,[45 17],r,-10,-5.0,2
4321,[45 17],l,-10,-5.0,3
4322,[45 17],u,-0.1,-0.07500000000000001,0
4323,[44 17],u,-0.1,-0.05,0
4324,[43 17],l,-10,-5.0,3
4325,[43 17],u,-0.1,-0.05,0
4326,[42 17],u,-0.1,-0.05,0
4327,[41 17],d,-0.1,-0.05,1
4328,[42 17],r,-10,-5.0,2
4329,[42 17],d,-0.1,-0.05,1
4330,[43 17],r,-0.1,-0.05,2
4331,[43 16],d,-10,-5.0,1
4332,[43 16],l,-0.1,-0.05,3
4333,[43 17],u,-0.1,-0.07500000000000001,0
4334,[42 17],l,-10,-5.0,3
4335,[42 17],r,-10,-7.5225,2
4336,[42 17],l,-10,-7.5225,3
4337,[42 17],u,-0.1,-0.07500000000000001,0
4338,[41 17],l,-0.1,-0.05,3
4339,[41 18],r,-0.1,-0.05,2
4340,[41 17],r,-10,-5.0,2
4341,[41 17],d,-0.1,-0.0975,1
4342,[42 17],l,-10,-8.78375,3
4343,[42 17],d,-0.1,-0.07500000000000001,1
4344,[43 17],d,-0.1,-0.05,1
4345,[44 17],u,-0.1,-0.0975,0
4346,[43 17],r,-0.1,-0.07500000000000001,2
4347,[43 16],u,-10,-5.0,0
4348,[43 16],r,-0.1,-0.05,2
4349,[43 15],u,-10,-5.0,0
4350,[43 15],r,-10,-5.0,2
4351,[43 15],l,-0.1,-0.07250000000000001,3
4352,[43 16],d,-10,-7.5225,1
4353,[43 16],l,-0.1,-0.0975,3
4354,[43 17],d,-0.1,-0.07500000000000001,1
4355,[44 17],u,-0.1,-0.1325,0
4356,[43 17],d,-0.1,-0.08750000000000001,1
4357,[44 17],r,-10,-7.5,2
4358,[44 17],l,-10,-5.0,3
4359,[44 17],r,-10,-8.7725,2
4360,[44 17],d,-0.1,-0.0975,1
4361,[45 17],d,-0.1,-0.0975,1
4362,[46 17],d,-0.1,-0.107625,1
4363,[47 17],l,-0.1,-0.12000000000000002,3
4364,[47 18],r,-0.1,-0.13137500000000002,2
4365,[47 17],u,-0.1,-0.1325,0
4366,[46 17],u,-0.1,-0.12125000000000002,0
4367,[45 17],l,-10,-7.53375,3
4368,[45 17],u,-0.1,-0.13137500000000002,0
4369,[44 17],d,-0.1,-0.142625,1
4370,[45 17],d,-0.1,-0.14718124999999999,1
4371,[46 17],r,-10,-7.54843125,2
4372,[46 17],d,-0.1,-0.15781250000000002,1
4373,[47 17],l,-0.1,-0.16911875000000004,3
4374,[47 18],l,-0.1,-0.16687500000000002,3
4375,[47 19],r,-0.1,-0.15599375000000001,2
4376,[47 18],r,-0.1,-0.1753125,2
4377,[47 17],l,-0.1,-0.20965312500000002,3
4378,[47 18],l,-0.1,-0.19559375,3
4379,[47 19],l,-0.1,-0.16125,3
4380,[47 20],r,-0.1,-0.16707218750000002,2
4381,[47 19],r,-0.1,-0.2068875,2
4382,[47 18],r,-0.1,-0.19728125000000002,2
4383,[47 17],u,-0.1,-0.17081250000000003,0
4384,[46 17],l,-10,-7.5545625,3
4385,[46 17],u,-0.1,-0.16974375000000003,0
4386,[45 17],l,-10,-8.82599375,3
4387,[45 17],u,-0.1,-0.1753125,0
4388,[44 17],l,-10,-7.559625,3
4389,[44 17],u,-0.1,-0.15000000000000002,0
4390,[43 17],u,-0.1,-0.12125000000000002,0
4391,[42 17],d,-0.1,-0.12125000000000002,1
4392,[43 17],r,-0.1,-0.11000000000000001,2
4393,[43 16],r,-0.1,-0.07500000000000001,2
4394,[43 15],d,-0.1,-0.05,1
4395,[44 15],d,-0.1,-0.05,1
4396,[45 15],r,-10,-5.0,2
4397,[45 15],r,-10,-7.5,2
4398,[45 15],u,-0.1,-0.05,0
4399,[44 15],r,-10,-5.0,2
4400,[44 15],u,-0.1,-0.07250000000000001,0
4401,[43 15],r,-10,-7.5225,2
4402,[43 15],d,-0.1,-0.07500000000000001,1
4403,[44 15],l,-10,-5.0,3
4404,[44 15],d,-0.1,-0.07500000000000001,1
4405,[45 15],l,-10,-5.0,3
4406,[45 15],d,-0.1,-0.05,1
4407,[46 15],d,-0.1,-0.05,1
4408,[47 15],r,-10,-5.0,2
4409,[47 15],l,-10,-5.0,3
4410,[47 15],d,-10,-5.0,1
4411,[47 15],r,-10,-7.5,2
4412,[47 15],u,-0.1,-0.05,0
4413,[46 15],u,-0.1,-0.07250000000000001,0
4414,[45 15],r,-10,-8.7725,2
4415,[45 15],d,-0.1,-0.07500000000000001,1
4416,[46 15],l,-10,-5.0,3
4417,[46 15],u,-0.1,-0.10875000000000001,0
4418,[45 15],u,-0.1,-0.107625,0
4419,[44 15],u,-0.1,-0.11887500000000001,0
4420,[43 15],l,-0.1,-0.12000000000000002,3
4421,[43 16],u,-10,-7.53375,0
4422,[43 16],u,-10,-8.800625,0
4423,[43 16],r,-0.1,-0.12125000000000002,2
4424,[43 15],d,-0.1,-0.12125000000000002,1
4425,[44 15],d,-0.1,-0.12125000000000002,1
4426,[45 15],d,-0.1,-0.08750000000000001,1
4427,[46 15],r,-10,-5.0,2
4428,[46 15],d,-0.1,-0.0975,1
4429,[47 15],u,-0.1,-0.11887500000000002,0
4430,[46 15],d,-0.1,-0.15224375,1
4431,[47 15],u,-0.1,-0.15837500000000002,0
4432,[46 15],u,-0.1,-0.14375000000000002,0
4433,[45 15],d,-0.1,-0.1584375,1
4434,[46 15],u,-0.1,-0.17030625,0
4435,[45 15],u,-0.1,-0.15730625,0
4436,[44 15],u,-0.1,-0.1634375,0
4437,[43 15],l,-0.1,-0.15387500000000004,3
4438,[43 16],d,-10,-8.805125,1
4439,[43 16],l,-0.1,-0.138125,3
4440,[43 17],u,-0.1,-0.14437500000000003,0
4441,[42 17],u,-0.1,-0.08750000000000001,0
4442,[41 17],u,-10,-5.0,0
4443,[41 17],l,-0.1,-0.07500000000000001,3
4444,[41 18],d,-10,-5.0,1
4445,[41 18],l,-0.1,-0.05,3
4446,[41 19],u,-10,-5.0,0
4447,[41 19],r,-0.1,-0.05,2
4448,[41 18],u,-10,-5.0,0
4449,[41 18],r,-0.1,-0.10875000000000001,2
4450,[41 17],l,-0.1,-0.11000000000000001,3
4451,[41 18],l,-0.1,-0.07500000000000001,3
4452,[41 19],l,-0.1,-0.05,3
4453,[41 20],r,-0.1,-0.05,2
4454,[41 19],d,-10,-5.0,1
4455,[41 19],u,-10,-7.5225,0
4456,[41 19],l,-0.1,-0.07500000000000001,3
4457,[41 20],d,-10,-5.0,1
4458,[41 20],l,-0.1,-0.05,3
4459,[41 21],u,-10,-5.0,0
4460,[41 21],r,-0.1,-0.05,2
4461,[41 20],u,-10,-5.0,0
4462,[41 20],u,-10,-7.5225,0
4463,[41 20],l,-0.1,-0.07500000000000001,3
4464,[41 21],d,-10,-5.0,1
4465,[41 21],l,-0.1,-0.05,3
4466,[41 22],d,-10,-5.0,1
4467,[41 22],r,-0.1,-0.07250000000000001,2
4468,[41 21],r,-0.1,-0.0975,2
4469,[41 20],r,-0.1,-0.0975,2
4470,[41 19],r,-0.1,-0.10875000000000001,2
4471,[41 18],r,-0.1,-0.14825000000000002,2
4472,[41 17],d,-0.1,-0.138125,1
4473,[42 17],u,-0.1,-0.14325000000000002,0
4474,[41 17],l,-0.1,-0.13875000000000004,3
4475,[41 18],l,-0.1,-0.12125000000000002,3
4476,[41 19],d,-10,-7.53375,1
4477,[41 19],u,-10,-8.795,0
4478,[41 19],u,-10,-9.43125,0
4479,[41 19],l,-0.1,-0.12125000000000002,3
4480,[41 20],l,-0.1,-0.11000000000000001,3
4481,[41 21],r,-0.1,-0.142625,2
4482,[41 20],r,-0.1,-0.14768750000000003,2
4483,[41 19],d,-10,-8.8158125,1
4484,[41 19],r,-0.1,-0.1589375,2
4485,[41 18],l,-0.1,-0.16518750000000004,3
4486,[41 19],l,-0.1,-0.16012500000000002,3
4487,[41 20],l,-0.1,-0.1275,3
4488,[41 21],l,-0.1,-0.07500000000000001,3
4489,[41 22],l,-0.1,-0.05,3
4490,[41 23],u,-10,-5.0,0
4491,[41 23],r,-0.1,-0.05,2
4492,[41 22],r,-0.1,-0.12000000000000002,2
4493,[41 21],l,-0.1,-0.08750000000000001,3
4494,[41 22],r,-0.1,-0.14937500000000004,2
4495,[41 21],l,-0.1,-0.09375,3
4496,[41 22],u,-10,-5.0,0
4497,[41 22],l,-0.1,-0.07500000000000001,3
4498,[41 23],l,-10,-5.0,3
4499,[41 23],u,-10,-7.5,0
4500,[41 23],d,-0.1,-0.05,1
4501,[42 23],d,-0.1,-0.05,1
4502,[43 23],d,-10,-5.0,1
4503,[43 23],l,-0.1,-0.05,3
4504,[43 24],d,-10,-5.0,1
4505,[43 24],l,-0.1,-0.05,3
4506,[43 25],d,-10,-5.0,1
4507,[43 25],l,-0.1,-0.05,3
4508,[43 26],u,-10,-5.0,0
4509,[43 26],l,-0.1,-0.05,3
4510,[43 27],d,-10,-5.0,1
4511,[43 27],r,-0.1,-0.05,2
4512,[43 26],d,-10,-5.0,1
4513,[43 26],r,-0.1,-0.05,2
4514,[43 25],u,-10,-5.0,0
4515,[43 25],r,-0.1,-0.05,2
4516,[43 24],u,-10,-5.0,0
4517,[43 24],r,-0.1,-0.05,2
4518,[43 23],l,-0.1,-0.0975,3
4519,[43 24],u,-10,-7.5225,0
4520,[43 24],r,-0.1,-0.07500000000000001,2
4521,[43 23],u,-0.1,-0.05,0
4522,[42 23],u,-0.1,-0.07250000000000001,0
4523,[41 23],d,-0.1,-0.07500000000000001,1
4524,[42 23],r,-10,-5.0,2
4525,[42 23],l,-10,-5.0,3
4526,[42 23],d,-0.1,-0.07500000000000001,1
4527,[43 23],r,-0.1,-0.05,2
4528,[43 22],u,-10,-5.0,0
4529,[43 22],r,-0.1,-0.05,2
4530,[43 21],u,-10,-5.0,0
4531,[43 21],d,-0.1,-0.05,1
4532,[44 21],l,-10,-5.0,3
4533,[44 21],d,-0.1,-0.05,1
4534,[45 21],d,-10,-5.0,1
4535,[45 21],u,-0.1,-0.05,0
4536,[44 21],r,-10,-5.0,2
4537,[44 21],u,-0.1,-0.05,0
4538,[43 21],u,-10,-7.5,0
4539,[43 21],r,-10,-5.0,2
4540,[43 21],u,-10,-8.75,0
4541,[43 21],l,-0.1,-0.05,3
4542,[43 22],l,-0.1,-0.07250000000000001,3
4543,[43 23],r,-0.1,-0.07500000000000001,2
4544,[43 22],d,-10,-5.0,1
4545,[43 22],d,-10,-7.5225,1
4546,[43 22],u,-10,-7.5225,0
4547,[43 22],d,-10,-8.78375,1
4548,[43 22],r,-0.1,-0.0975,2
4549,[43 21],r,-10,-7.5225,2
4550,[43 21],u,-10,-9.3975,0
4551,[43 21],u,-10,-9.721250000000001,0
4552,[43 21],d,-0.1,-0.0975,1
4553,[44 21],u,-0.1,-0.0975,0
4554,[43 21],u,-10,-9.883125,0
4555,[43 21],l,-0.1,-0.107625,3
4556,[43 22],r,-0.1,-0.142625,2
4557,[43 21],d,-0.1,-0.12125000000000001,1
4558,[44 21],d,-0.1,-0.07500000000000001,1
4559,[45 21],l,-10,-5.0,3
4560,[45 21],l,-10,-7.5,3
4561,[45 21],r,-0.1,-0.05,2
4562,[45 20],d,-10,-5.0,1
4563,[45 20],l,-0.1,-0.07250000000000001,3
4564,[45 21],r,-0.1,-0.07500000000000001,2
4565,[45 20],l,-0.1,-0.10875000000000001,3
4566,[45 21],u,-0.1,-0.10875000000000001,0
4567,[44 21],d,-0.1,-0.12125000000000002,1
4568,[45 21],r,-0.1,-0.08750000000000001,2
4569,[45 20],r,-0.1,-0.05,2
4570,[45 19],d,-10,-5.0,1
4571,[45 19],l,-0.1,-0.05,3
4572,[45 20],r,-0.1,-0.07500000000000001,2
4573,[45 19],l,-0.1,-0.07500000000000001,3
4574,[45 20],u,-10,-5.0,0
4575,[45 20],u,-10,-7.53375,0
4576,[45 20],r,-0.1,-0.08750000000000001,2
4577,[45 19],r,-10,-5.0,2
4578,[45 19],u,-0.1,-0.05,0
4579,[44 19],u,-0.1,-0.05,0
4580,[43 19],l,-10,-5.0,3
4581,[43 19],u,-10,-5.0,0
4582,[43 19],d,-0.1,-0.05,1
4583,[44 19],l,-10,-5.0,3
4584,[44 19],l,-10,-7.5,3
4585,[44 19],d,-0.1,-0.07250000000000001,1
4586,[45 19],u,-0.1,-0.07500000000000001,0
4587,[44 19],d,-0.1,-0.12000000000000002,1
4588,[45 19],u,-0.1,-0.08750000000000001,0
4589,[44 19],r,-10,-5.0,2
4590,[44 19],u,-0.1,-0.07500000000000001,0
4591,[43 19],r,-10,-5.0,2
4592,[43 19],d,-0.1,-0.10875000000000001,1
4593,[44 19],u,-0.1,-0.13643750000000002,0
4594,[43 19],d,-0.1,-0.15837500000000002,1
4595,[44 19],d,-0.1,-0.14375000000000004,1
4596,[45 19],u,-0.1,-0.15514687500000002,0
4597,[44 19],u,-0.1,-0.18948750000000003,0
4598,[43 19],d,-0.1,-0.19387500000000002,1
4599,[44 19],d,-0.1,-0.15562500000000004,1
4600,[45 19],d,-10,-7.53375,1
4601,[45 19],l,-0.1,-0.12687500000000002,3
4602,[45 20],r,-0.1,-0.15084375,2
4603,[45 19],l,-0.1,-0.16237500000000002,3
4604,[45 20],r,-0.1,-0.19523796875000002,2
4605,[45 19],u,-0.1,-0.19760468750000004,0
4606,[44 19],d,-0.1,-0.20088125000000004,1
4607,[45 19],u,-0.1,-0.23407171875000005,0
4608,[44 19],l,-10,-8.835269375,3
4609,[44 19],u,-0.1,-0.2319875,0
4610,[43 19],d,-0.1,-0.23733406250000003,1
4611,[44 19],d,-0.1,-0.22350937500000004,1
4612,[45 19],l,-0.1,-0.18012500000000004,3
4613,[45 20],r,-0.1,-0.22867523437500004,2
4614,[45 19],l,-0.1,-0.18900000000000003,3
4615,[45 20],l,-0.1,-0.14375000000000002,3
4616,[45 21],r,-0.1,-0.1584375,2
4617,[45 20],d,-10,-7.5646875,1
4618,[45 20],l,-0.1,-0.17081250000000003,3
4619,[45 21],u,-0.1,-0.14825000000000002,0
4620,[44 21],u,-0.1,-0.14718124999999999,0
4621,[43 21],r,-10,-8.80968125,2
4622,[43 21],l,-0.1,-0.1364375,3
