,state,action_space,reward,Q,action
7887,[35 39],d,-0.1,-0.3419680504355469,1
7888,[36 39],u,-0.1,-0.3410901170996094,0
7889,[35 39],l,-0.1,-0.31632290058593754,3
7890,[35 40],l,-0.1,-0.30415753906250004,3
7891,[35 41],l,-0.1,-0.3007235117187501,3
7892,[35 42],u,-10,-9.57549001171875,0
7893,[35 42],l,-0.1,-0.30072541402343755,3
7894,[35 43],l,-0.1,-0.295805936328125,3
7895,[35 44],l,-0.1,-0.29872929453125,3
7896,[35 45],u,-0.1,-0.304031352734375,0
7897,[34 45],d,-0.1,-0.313210878515625,1
7898,[35 45],l,-10,-7.62675579609375,3
7899,[35 45],l,-10,-8.940133694140625,3
7900,[35 45],u,-0.1,-0.3238688806640625,0
7901,[34 45],u,-0.1,-0.30602802734375,0
7902,[33 45],d,-0.1,-0.3250548662109375,1
7903,[34 45],u,-0.1,-0.323649591796875,0
7904,[33 45],u,-0.1,-0.28388398437500006,0
7905,[32 45],l,-10,-9.5333775,3
7906,[32 45],l,-10,-9.866533203125,3
7907,[32 45],u,-0.1,-0.23246015625000005,0
7908,[31 45],u,-0.1,-0.20380312500000003,0
7909,[30 45],u,-0.1,-0.20806718750000003,0
7910,[29 45],r,-0.1,-0.21253484375000004,2
7911,[29 44],r,-0.1,-0.21263750000000003,2
7912,[29 43],d,-10,-9.796090625000001,1
7913,[29 43],d,-10,-9.973265625,1
7914,[29 43],u,-10,-9.489215625,0
7915,[29 43],r,-0.1,-0.19573437500000002,2
7916,[29 42],r,-0.1,-0.1584375,2
7917,[29 41],u,-0.1,-0.15871875000000002,0
7918,[28 41],d,-0.1,-0.17675000000000002,1
7919,[29 41],d,-0.1,-0.14437500000000003,1
7920,[30 41],u,-0.1,-0.18403125000000004,0
7921,[29 41],r,-10,-7.56496875,2
7922,[29 41],r,-10,-8.847453125000001,2
7923,[29 41],u,-0.1,-0.20889687500000004,0
7924,[28 41],l,-10,-7.5795375,3
7925,[28 41],d,-0.1,-0.20334375000000005,1
7926,[29 41],r,-10,-9.4886953125,2
7927,[29 41],r,-10,-9.809316406250002,2
7928,[29 41],d,-0.1,-0.15593750000000003,1
7929,[30 41],u,-0.1,-0.21217343750000003,0
7930,[29 41],u,-0.1,-0.24595312500000005,0
7931,[28 41],d,-0.1,-0.22182968750000004,1
7932,[29 41],l,-0.1,-0.19925000000000004,3
7933,[29 42],r,-0.1,-0.19939062500000004,2
7934,[29 41],r,-10,-9.974830078125,2
7935,[29 41],l,-0.1,-0.23464265625000003,3
7936,[29 42],l,-0.1,-0.23254453125000002,3
7937,[29 43],r,-0.1,-0.23759296875000002,2
7938,[29 42],r,-0.1,-0.21986718750000006,2
7939,[29 41],d,-0.1,-0.16171875000000002,1
7940,[30 41],d,-0.1,-0.08750000000000001,1
7941,[31 41],l,-10,-5.0,3
7942,[31 41],l,-10,-7.53375,3
7943,[31 41],u,-0.1,-0.12687500000000002,0
7944,[30 41],d,-0.1,-0.12750000000000003,1
7945,[31 41],d,-0.1,-0.11000000000000001,1
7946,[32 41],d,-0.1,-0.07500000000000001,1
7947,[33 41],d,-10,-5.0,1
7948,[33 41],l,-0.1,-0.05,3
7949,[33 42],l,-0.1,-0.05,3
7950,[33 43],r,-0.1,-0.05,2
7951,[33 42],u,-10,-5.0,0
7952,[33 42],d,-10,-5.0,1
7953,[33 42],r,-0.1,-0.07250000000000001,2
7954,[33 41],u,-0.1,-0.10875000000000001,0
7955,[32 41],u,-0.1,-0.137,0
7956,[31 41],d,-0.1,-0.13875000000000004,1
7957,[32 41],d,-0.1,-0.11000000000000001,1
7958,[33 41],d,-10,-7.5225,1
7959,[33 41],l,-0.1,-0.0975,3
7960,[33 42],r,-0.1,-0.13012500000000002,2
7961,[33 41],l,-0.1,-0.12125000000000001,3
7962,[33 42],l,-0.1,-0.07500000000000001,3
7963,[33 43],l,-10,-5.0,3
7964,[33 43],d,-10,-5.0,1
7965,[33 43],u,-0.1,-0.05,0
7966,[32 43],r,-10,-5.0,2
7967,[32 43],d,-0.1,-0.07250000000000001,1
7968,[33 43],u,-0.1,-0.07500000000000001,0
7969,[32 43],u,-0.1,-0.05,0
7970,[31 43],r,-10,-5.0,2
7971,[31 43],u,-10,-5.0,0
7972,[31 43],l,-10,-5.0,3
7973,[31 43],u,-10,-7.5,0
7974,[31 43],d,-0.1,-0.05,1
7975,[32 43],l,-10,-5.0,3
7976,[32 43],u,-0.1,-0.0975,0
7977,[31 43],d,-0.1,-0.107625,1
7978,[32 43],d,-0.1,-0.10875000000000001,1
7979,[33 43],u,-0.1,-0.13137500000000002,0
7980,[32 43],u,-0.1,-0.14718124999999999,0
7981,[31 43],d,-0.1,-0.15275,1
7982,[32 43],d,-0.1,-0.12687500000000002,1
7983,[33 43],r,-0.1,-0.10875000000000001,2
7984,[33 42],l,-0.1,-0.13643750000000002,3
7985,[33 43],r,-0.1,-0.16293125000000003,2
7986,[33 42],r,-0.1,-0.16400000000000003,2
7987,[33 41],u,-0.1,-0.153875,0
7988,[32 41],d,-0.1,-0.1595625,1
7989,[33 41],d,-10,-8.8158125,1
7990,[33 41],l,-0.1,-0.17202187500000002,3
7991,[33 42],l,-0.1,-0.17733750000000004,3
7992,[33 43],u,-0.1,-0.17278125000000003,0
7993,[32 43],d,-0.1,-0.18675656250000003,1
7994,[33 43],l,-10,-7.5733190625,3
7995,[33 43],u,-0.1,-0.2026221875,0
7996,[32 43],u,-0.1,-0.19232812500000002,0
7997,[31 43],d,-0.1,-0.210415453125,1
7998,[32 43],d,-0.1,-0.21669734375000005,1
7999,[33 43],r,-0.1,-0.20526562500000003,2
8000,[33 42],r,-0.1,-0.20124375000000003,2
8001,[33 41],u,-0.1,-0.18858750000000002,0
8002,[32 41],u,-0.1,-0.17559375000000002,0
8003,[31 41],u,-0.1,-0.17081250000000003,0
8004,[30 41],d,-0.1,-0.17618750000000005,1
8005,[31 41],d,-0.1,-0.19117812500000003,1
8006,[32 41],r,-10,-8.833053125,2
8007,[32 41],u,-0.1,-0.21466250000000003,0
8008,[31 41],u,-0.1,-0.21469062500000005,0
8009,[30 41],l,-10,-7.579284375,3
8010,[30 41],u,-0.1,-0.22886015625000003,0
8011,[29 41],d,-0.1,-0.21014375000000005,1
8012,[30 41],d,-0.1,-0.22412390625000006,1
8013,[31 41],d,-0.1,-0.2173921875,1
8014,[32 41],u,-0.1,-0.25394203125000003,0
8015,[31 41],l,-10,-8.86348578125,3
8016,[31 41],u,-0.1,-0.25820107031250006,0
8017,[30 41],u,-0.1,-0.258994765625,0
8018,[29 41],u,-0.1,-0.26673828125000004,0
8019,[28 41],u,-0.1,-0.23669140625,0
8020,[27 41],d,-0.1,-0.24150304687500002,1
8021,[28 41],d,-0.1,-0.25547953125,1
8022,[29 41],d,-0.1,-0.2559276328125001,1
8023,[30 41],d,-0.1,-0.2598884375,1
8024,[31 41],d,-0.1,-0.23049921875,1
8025,[32 41],d,-0.1,-0.20719109375000003,1
8026,[33 41],d,-10,-9.48531609375,1
8027,[33 41],l,-0.1,-0.2158128125,3
8028,[33 42],l,-0.1,-0.22984873437500003,3
8029,[33 43],u,-0.1,-0.23785875,0
8030,[32 43],u,-0.1,-0.24085101640625003,0
8031,[31 43],d,-0.1,-0.25272153125,1
8032,[32 43],d,-0.1,-0.25071820312500004,1
8033,[33 43],u,-0.1,-0.2773123323828125,0
8034,[32 43],u,-0.1,-0.284150197265625,0
8035,[31 43],r,-10,-7.6137246890625,2
8036,[31 43],d,-0.1,-0.28918395703125,1
8037,[32 43],d,-0.1,-0.26772863281250003,1
8038,[33 43],l,-10,-8.8790290625,3
8039,[33 43],u,-0.1,-0.3091340509570313,0
8040,[32 43],u,-0.1,-0.322207879296875,0
8041,[31 43],d,-0.1,-0.31506986328125003,1
8042,[32 43],d,-0.1,-0.27623384765625003,1
8043,[33 43],r,-0.1,-0.24319250000000003,2
8044,[33 42],r,-0.1,-0.23548625,2
8045,[33 41],u,-0.1,-0.23752974218750003,0
8046,[32 41],l,-10,-7.5932359921875,3
8047,[32 41],d,-0.1,-0.2507113125,1
8048,[33 41],l,-0.1,-0.26133833671875006,3
8049,[33 42],l,-0.1,-0.27436099218750004,3
8050,[33 43],r,-0.1,-0.2775650625,2
8051,[33 42],r,-0.1,-0.27463150898437505,2
8052,[33 41],u,-0.1,-0.28158496171875,0
8053,[32 41],d,-0.1,-0.29295790777343755,1
8054,[33 41],d,-10,-9.860260298398437,1
8055,[33 41],l,-0.1,-0.30413161484375006,3
8056,[33 42],l,-0.1,-0.31208477421875,3
8057,[33 43],r,-0.1,-0.3123667102929688,2
8058,[33 42],r,-0.1,-0.31402898726562506,2
8059,[33 41],d,-10,-10.056843381972655,1
8060,[33 41],u,-0.1,-0.30506639492187504,0
8061,[32 41],u,-0.1,-0.2806956640625,0
8062,[31 41],d,-0.1,-0.29156265820312505,1
8063,[32 41],u,-0.1,-0.306538313671875,0
8064,[31 41],d,-0.1,-0.3276123875996094,1
8065,[32 41],r,-10,-9.548357620998047,2
8066,[32 41],l,-10,-8.928449054591798,3
8067,[32 41],l,-10,-9.596055585793946,3
8068,[32 41],d,-0.1,-0.3333381805664063,1
8069,[33 41],l,-0.1,-0.34250395582031257,3
8070,[33 42],l,-0.1,-0.3451527100400391,3
8071,[33 43],u,-0.1,-0.32887225692382815,0
8072,[32 43],r,-10,-7.624305231445312,2
8073,[32 43],d,-0.1,-0.328681943459961,1
8074,[33 43],r,-0.1,-0.3474963994160157,2
8075,[33 42],r,-0.1,-0.3442943713476563,2
8076,[33 41],u,-0.1,-0.3404754386132813,0
8077,[32 41],u,-0.1,-0.31945963847656256,0
8078,[31 41],u,-0.1,-0.2956481796875,0
8079,[30 41],u,-0.1,-0.28508657812500005,0
8080,[29 41],l,-0.1,-0.26626156250000005,3
8081,[29 42],r,-0.1,-0.27510102851562507,2
8082,[29 41],d,-0.1,-0.29491361328125004,1
8083,[30 41],r,-10,-7.616949796875,2
8084,[30 41],d,-0.1,-0.312985899609375,1
8085,[31 41],u,-0.1,-0.32611305,0
8086,[30 41],u,-0.1,-0.3123609921875,0
8087,[29 41],l,-0.1,-0.28777582031250004,3
8088,[29 42],d,-10,-8.879113789062501,1
8089,[29 42],l,-0.1,-0.25559304687500006,3
8090,[29 43],l,-0.1,-0.23814843750000003,3
8091,[29 44],u,-10,-9.813387500000001,0
8092,[29 44],u,-10,-9.995596875,0
8093,[29 44],d,-10,-7.588903125,1
8094,[29 44],l,-0.1,-0.22831875000000004,3
8095,[29 45],d,-0.1,-0.216707484375,1
8096,[30 45],d,-0.1,-0.22874750000000002,1
8097,[31 45],u,-0.1,-0.245531796875,0
8098,[30 45],r,-10,-7.593630234375,2
8099,[30 45],u,-0.1,-0.24967427343750004,0
8100,[29 45],r,-0.1,-0.25195429687500004,2
8101,[29 44],u,-10,-10.0934853125,0
8102,[29 44],u,-10,-10.14242953125,0
8103,[29 44],d,-10,-8.8901384375,1
8104,[29 44],u,-10,-10.166901640625,0
8105,[29 44],d,-10,-9.54075609375,1
8106,[29 44],d,-10,-9.866064921875001,1
8107,[29 44],r,-0.1,-0.2632355859375,2
8108,[29 43],r,-0.1,-0.28381335546875003,2
8109,[29 42],l,-0.1,-0.28496332031250005,3
8110,[29 43],l,-0.1,-0.27181765625000004,3
8111,[29 44],l,-0.1,-0.26167774296875,3
8112,[29 45],d,-0.1,-0.2612901171875,1
8113,[30 45],d,-0.1,-0.27486305859375,1
8114,[31 45],l,-10,-8.88495805859375,3
8115,[31 45],u,-0.1,-0.285119321484375,0
8116,[30 45],u,-0.1,-0.28821657031250003,0
8117,[29 45],r,-0.1,-0.2937321327734375,2
8118,[29 44],l,-0.1,-0.29841942421875,3
8119,[29 45],u,-10,-8.900064927734375,0
8120,[29 45],d,-0.1,-0.30433343496093745,1
8121,[30 45],d,-0.1,-0.29950388867187505,1
8122,[31 45],d,-0.1,-0.27913191406250004,1
8123,[32 45],u,-0.1,-0.29183943945312507,0
8124,[31 45],d,-0.1,-0.31593421875000005,1
8125,[32 45],d,-0.1,-0.3181569726562501,1
8126,[33 45],u,-0.1,-0.32326973994140634,0
8127,[32 45],u,-0.1,-0.3242234143945313,0
8128,[31 45],d,-0.1,-0.3511377470703126,1
8129,[32 45],d,-0.1,-0.3545498693017579,1
8130,[33 45],u,-0.1,-0.3575354064482422,0
8131,[32 45],u,-0.1,-0.3404154018652344,0
8132,[31 45],d,-0.1,-0.37875580437451173,1
8133,[32 45],d,-0.1,-0.3735496244458008,1
8134,[33 45],d,-0.1,-0.3534723284375,1
8135,[34 45],d,-0.1,-0.33336123535156253,1
8136,[35 45],r,-0.1,-0.31516784765625006,2
8137,[35 44],u,-10,-8.91377338671875,0
8138,[35 44],r,-0.1,-0.31683254531250005,2
8139,[35 43],r,-0.1,-0.31889008593750007,2
8140,[35 42],r,-0.1,-0.31717286501953124,2
8141,[35 41],u,-10,-9.551012318144533,0
8142,[35 41],l,-0.1,-0.33568819216992196,3
8143,[35 42],d,-10,-8.914885811310548,1
8144,[35 42],l,-0.1,-0.333475378359375,3
8145,[35 43],d,-10,-9.556628296347657,1
8146,[35 43],l,-0.1,-0.332331150703125,3
8147,[35 44],l,-0.1,-0.3411901787109376,3
8148,[35 45],r,-0.1,-0.35015856921875005,2
8149,[35 44],r,-0.1,-0.3519168113281251,2
8150,[35 43],r,-0.1,-0.35217283222753915,2
8151,[35 42],r,-0.1,-0.33586937565429686,2
8152,[35 41],r,-0.1,-0.3253531795605469,2
8153,[35 40],l,-0.1,-0.3484877003334961,3
8154,[35 41],r,-0.1,-0.34660427695800783,2
8155,[35 40],r,-0.1,-0.34115384657226566,2
8156,[35 39],l,-0.1,-0.36168068125048836,3
8157,[35 40],l,-0.1,-0.3753035366432129,3
8158,[35 41],l,-0.1,-0.36790801634667974,3
8159,[35 42],l,-0.1,-0.3662867069960938,3
8160,[35 43],l,-0.1,-0.36970115577148444,3
8161,[35 44],l,-0.1,-0.36633608565429693,3
8162,[35 45],d,-10,-7.645740996298828,1
8163,[35 45],u,-0.1,-0.357576756640625,0
8164,[34 45],u,-0.1,-0.3708873436953125,0
8165,[33 45],d,-0.1,-0.37674872012695315,1
8166,[34 45],l,-10,-7.650012555908203,3
8167,[34 45],d,-0.1,-0.3742519738242188,1
8168,[35 45],u,-0.1,-0.3956876829832031,0
8169,[34 45],r,-10,-7.66689930466289,2
8170,[34 45],u,-0.1,-0.39633460474936527,0
8171,[33 45],d,-0.1,-0.40678774828437503,1
8172,[34 45],d,-0.1,-0.39469734306054693,1
8173,[35 45],r,-0.1,-0.3834418497070313,2
8174,[35 44],d,-10,-9.587587565097657,1
8175,[35 44],u,-10,-9.61524925845703,0
8176,[35 44],r,-0.1,-0.3844361801664552,2
8177,[35 43],r,-0.1,-0.3772276351582032,2
8178,[35 42],r,-0.1,-0.37390661245825196,2
8179,[35 41],r,-0.1,-0.37682136943652345,2
8180,[35 40],r,-0.1,-0.37446254598212897,2
8181,[35 39],d,-0.1,-0.3546171911748047,1
8182,[36 39],d,-0.1,-0.3261223213183594,1
8183,[37 39],l,-0.1,-0.31977393183593755,3
8184,[37 40],l,-0.1,-0.3185884962890626,3
8185,[37 41],l,-0.1,-0.30855808593750006,3
8186,[37 42],l,-0.1,-0.2946963242187501,3
8187,[37 43],r,-0.1,-0.3185882387304688,2
8188,[37 42],u,-10,-9.545218871542968,0
8189,[37 42],r,-0.1,-0.33343527226757813,2
8190,[37 41],r,-0.1,-0.33195555187500003,2
8191,[37 40],r,-0.1,-0.33249880215136723,2
8192,[37 39],u,-0.1,-0.35048666438818354,0
8193,[36 39],d,-0.1,-0.3569594299853516,1
8194,[37 39],r,-10,-7.643898269326172,2
8195,[37 39],l,-0.1,-0.353251789248047,3
8196,[37 40],l,-0.1,-0.34814538681640633,3
8197,[37 41],l,-0.1,-0.33689238886718753,3
8198,[37 42],l,-0.1,-0.3108332753906251,3
8199,[37 43],d,-0.1,-0.28998164960937506,1
8200,[38 43],d,-0.1,-0.28808326171875004,1
8201,[39 43],d,-0.1,-0.28584566796875,1
8202,[40 43],u,-0.1,-0.30322080078125,0
8203,[39 43],u,-0.1,-0.29717864062500005,0
8204,[38 43],u,-0.1,-0.30193728125,0
8205,[37 43],l,-0.1,-0.31339374375000006,3
8206,[37 44],l,-0.1,-0.31240508320312504,3
8207,[37 45],u,-10,-8.873946583203125,0
8208,[37 45],l,-0.1,-0.31184996109375007,3
8209,[37 46],l,-0.1,-0.31835704511718754,3
8210,[37 47],d,-0.1,-0.32551175332031257,1
8211,[38 47],d,-0.1,-0.32307694746093757,1
8212,[39 47],d,-0.1,-0.30220294335937503,1
8213,[40 47],l,-10,-9.51790773046875,3
8214,[40 47],l,-10,-9.868955345703124,3
8215,[40 47],d,-0.1,-0.28535808593750006,1
8216,[41 47],l,-0.1,-0.30898945312500004,3
8217,[41 48],r,-0.1,-0.2910359472656251,2
8218,[41 47],u,-0.1,-0.30411582617187505,0
8219,[40 47],d,-0.1,-0.3295311647460938,1
8220,[41 47],d,-10,-7.636852121777344,1
8221,[41 47],r,-10,-7.636852121777344,2
8222,[41 47],u,-0.1,-0.3370551570117188,0
8223,[40 47],u,-0.1,-0.3359882622070313,0
8224,[39 47],d,-0.1,-0.34939049581542975,1
8225,[40 47],d,-0.1,-0.35381083627929694,1
8226,[41 47],l,-0.1,-0.334209096875,3
8227,[41 48],l,-0.1,-0.326146784375,3
8228,[41 49],d,-0.1,-0.3353612156152344,1
8229,[42 49],u,-0.1,-0.33614619359375003,0
8230,[41 49],u,-0.1,-0.3220104369140625,0
8231,[40 49],u,-0.1,-0.3249367213476563,0
8232,[39 49],l,-0.1,-0.3388894781250001,3
8233,[39 50],l,-0.1,-0.31816750390625004,3
8234,[39 51],l,-0.1,-0.304038823828125,3
8235,[39 52],r,-0.1,-0.3273943105664062,2
8236,[39 51],l,-0.1,-0.3333558766601563,3
8237,[39 52],l,-0.1,-0.3254138572265625,3
8238,[39 53],u,-10,-8.890734451953126,0
8239,[39 53],l,-0.1,-0.32188974375,3
8240,[39 54],d,-10,-7.6280181304687495,1
8241,[39 54],l,-0.1,-0.3044058515625,3
8242,[39 55],d,-0.1,-0.294879611328125,1
8243,[40 55],r,-10,-7.620253517578125,2
8244,[40 55],l,-10,-7.620253517578125,3
8245,[40 55],u,-0.1,-0.3157429934960938,0
8246,[39 55],r,-0.1,-0.33249783281250006,2
8247,[39 54],l,-0.1,-0.33489875087890625,3
8248,[39 55],d,-0.1,-0.32054211890625,1
8249,[40 55],d,-0.1,-0.30826592343750003,1
8250,[41 55],d,-0.1,-0.31910605429687505,1
8251,[42 55],d,-0.1,-0.33412216230468755,1
8252,[43 55],l,-0.1,-0.32822348867187506,3
8253,[43 56],u,-10,-8.9000525140625,0
8254,[43 56],l,-0.1,-0.3185545054687501,3
8255,[43 57],u,-10,-10.042155423808595,0
8256,[43 57],l,-0.1,-0.29896717968750003,3
8257,[43 58],l,-0.1,-0.286313984375,3
8258,[43 59],d,-10,-10.030845234375,1
8259,[43 59],u,-0.1,-0.30469265625,0
8260,[42 59],u,-0.1,-0.31484473589843753,0
8261,[41 59],l,-0.1,-0.31672333589843754,3
8262,[41 60],l,-0.1,-0.30992210976562506,3
8263,[41 61],d,-0.1,-0.28970621093750004,1
8264,[42 61],d,-0.1,-0.27892414062500004,1
8265,[43 61],u,-0.1,-0.29648341484375,0
8266,[42 61],d,-0.1,-0.29672097656250007,1
8267,[43 61],l,-10,-7.60725890625,3
8268,[43 61],d,-0.1,-0.28691506171875003,1
8269,[44 61],d,-0.1,-0.30957897734375006,1
8270,[45 61],u,-0.1,-0.31742374296875,0
8271,[44 61],l,-10,-8.88560882890625,3
8272,[44 61],u,-0.1,-0.31728825433593755,0
8273,[43 61],d,-0.1,-0.33276807066406255,1
8274,[44 61],d,-0.1,-0.34174785351562503,1
8275,[45 61],d,-0.1,-0.33670707148437506,1
8276,[46 61],d,-0.1,-0.3126464882812501,1
8277,[47 61],r,-0.1,-0.28811300390625005,2
8278,[47 60],d,-10,-9.531787769531249,1
8279,[47 60],d,-10,-9.878265248046874,1
8280,[47 60],r,-0.1,-0.28361611835937506,2
8281,[47 59],u,-10,-9.849315278515625,0
8282,[47 59],l,-0.1,-0.3001567578125,3
8283,[47 60],l,-0.1,-0.30698366425781254,3
8284,[47 61],r,-0.1,-0.3216837552148438,2
8285,[47 60],r,-0.1,-0.30056710722656255,2
8286,[47 59],r,-0.1,-0.27963334765625003,2
8287,[47 58],d,-10,-7.6087899609375,1
8288,[47 58],r,-0.1,-0.2682143515625,2
8289,[47 57],u,-10,-9.5272007578125,0
8290,[47 57],r,-0.1,-0.2588442187500001,2
8291,[47 56],r,-0.1,-0.24330234375000004,2
8292,[47 55],u,-10,-8.855890625,0
8293,[47 55],u,-10,-9.5093671875,0
8294,[47 55],r,-0.1,-0.20009375000000001,2
8295,[47 54],r,-0.1,-0.155625,2
8296,[47 53],l,-0.1,-0.18825000000000003,3
8297,[47 54],r,-0.1,-0.16718750000000002,2
8298,[47 53],r,-0.1,-0.15337499999999998,2
8299,[47 52],l,-0.1,-0.17081250000000003,3
8300,[47 53],u,-0.1,-0.17025,0
8301,[46 53],d,-0.1,-0.18526874999999998,1
8302,[47 53],r,-0.1,-0.197984375,2
8303,[47 52],r,-0.1,-0.20380625000000002,2
8304,[47 51],l,-0.1,-0.20974062500000004,3
8305,[47 52],d,-10,-7.576865625,1
8306,[47 52],l,-0.1,-0.21201875000000003,3
8307,[47 53],u,-0.1,-0.20909375000000002,0
8308,[46 53],u,-0.1,-0.21071250000000002,0
8309,[45 53],d,-0.1,-0.2206209375,1
8310,[46 53],u,-0.1,-0.25092289062500006,0
8311,[45 53],r,-0.1,-0.24842763281250002,2
8312,[45 52],r,-0.1,-0.24885562500000002,2
8313,[45 51],r,-0.1,-0.25111139062500004,2
8314,[45 50],r,-0.1,-0.24749296875000004,2
8315,[45 49],d,-0.1,-0.24630011718750006,1
8316,[46 49],d,-0.1,-0.230094140625,1
8317,[47 49],r,-0.1,-0.2203015625,2
8318,[47 48],l,-0.1,-0.2432489609375,3
8319,[47 49],u,-0.1,-0.258296484375,0
8320,[46 49],u,-0.1,-0.25953539062500003,0
8321,[45 49],l,-0.1,-0.26499466406250005,3
8322,[45 50],l,-0.1,-0.26342296875000004,3
8323,[45 51],l,-0.1,-0.25789218750000004,3
8324,[45 52],l,-0.1,-0.259099734375,3
8325,[45 53],d,-0.1,-0.24368140625,1
8326,[46 53],d,-0.1,-0.227346875,1
8327,[47 53],l,-0.1,-0.21935937500000002,3
8328,[47 54],r,-0.1,-0.22268671875,2
8329,[47 53],d,-10,-9.48096796875,1
8330,[47 53],r,-0.1,-0.240705,2
8331,[47 52],r,-0.1,-0.24628640625000003,2
8332,[47 51],u,-10,-7.59438328125,0
8333,[47 51],l,-0.1,-0.25027875000000005,3
8334,[47 52],d,-10,-8.88384125,1
8335,[47 52],r,-0.1,-0.28576864062500007,2
8336,[47 51],l,-0.1,-0.27054781250000004,3
8337,[47 52],l,-0.1,-0.25010156250000004,3
8338,[47 53],u,-0.1,-0.25685296875,0
8339,[46 53],r,-10,-7.60230609375,2
8340,[46 53],d,-0.1,-0.26238515625000003,1
8341,[47 53],l,-0.1,-0.24177234375,3
8342,[47 54],d,-10,-7.58209265625,1
8343,[47 54],l,-0.1,-0.23125625000000005,3
8344,[47 55],r,-0.1,-0.2502558984375,2
8345,[47 54],r,-0.1,-0.269660609375,2
8346,[47 53],u,-0.1,-0.2913417851562501,0
8347,[46 53],u,-0.1,-0.285118078125,0
8348,[45 53],u,-10,-8.8934066328125,0
8349,[45 53],d,-0.1,-0.28991402343750006,1
8350,[46 53],d,-0.1,-0.28950982812500003,1
8351,[47 53],r,-0.1,-0.282898203125,2
8352,[47 52],l,-0.1,-0.28384833593750003,3
8353,[47 53],l,-0.1,-0.27495148437500005,3
8354,[47 54],l,-0.1,-0.27229625859375006,3
8355,[47 55],l,-0.1,-0.27380552343750003,3
8356,[47 56],l,-0.1,-0.28332438222656253,3
8357,[47 57],l,-0.1,-0.29996382734375004,3
8358,[47 58],r,-0.1,-0.3005870742187501,2
8359,[47 57],r,-0.1,-0.2889081640625001,2
8360,[47 56],r,-0.1,-0.28426632617187503,2
8361,[47 55],r,-0.1,-0.2964752234375,2
8362,[47 54],r,-0.1,-0.30855847265625,2
8363,[47 53],u,-0.1,-0.32397402773437506,0
8364,[46 53],r,-10,-8.929456182031249,2
8365,[46 53],r,-10,-9.593031226171874,2
8366,[46 53],l,-10,-7.62830313515625,3
8367,[46 53],l,-10,-8.942454702734373,3
8368,[46 53],u,-0.1,-0.304351473828125,0
8369,[45 53],d,-0.1,-0.32523643437500005,1
8370,[46 53],l,-10,-9.601506774023438,3
8371,[46 53],l,-10,-9.931032809667968,3
8372,[46 53],d,-0.1,-0.31848308203125003,1
8373,[47 53],r,-0.1,-0.319180852734375,2
8374,[47 52],d,-10,-9.569652376171874,1
8375,[47 52],l,-0.1,-0.31565233593750003,3
8376,[47 53],u,-0.1,-0.34894517708984374,0
8377,[46 53],u,-0.1,-0.3139681716796875,0
8378,[45 53],r,-0.1,-0.28619884765625003,2
8379,[45 52],r,-0.1,-0.28742793828125,2
8380,[45 51],r,-0.1,-0.28692753125000003,2
8381,[45 50],r,-0.1,-0.28458153710937506,2
8382,[45 49],d,-0.1,-0.27669242187500004,1
8383,[46 49],d,-0.1,-0.2641827734375,1
8384,[47 49],u,-0.1,-0.29593916796875,0
8385,[46 49],u,-0.1,-0.299015294140625,0
8386,[45 49],r,-10,-7.619247598828125,2
8387,[45 49],l,-0.1,-0.30103766796875003,3
8388,[45 50],r,-0.1,-0.31680235839843757,2
8389,[45 49],r,-10,-8.934135389257813,2
8390,[45 49],l,-0.1,-0.319059169921875,3
8391,[45 50],l,-0.1,-0.29776296875,3
8392,[45 51],l,-0.1,-0.29554097421875003,3
8393,[45 52],l,-0.1,-0.30833934863281254,3
8394,[45 53],r,-0.1,-0.32244199605468754,2
8395,[45 52],r,-0.1,-0.32283135820312503,2
8396,[45 51],r,-0.1,-0.3274571015625,2
8397,[45 50],r,-0.1,-0.33291276904296885,2
8398,[45 49],d,-0.1,-0.307228458984375,1
8399,[46 49],d,-0.1,-0.28122708984375,1
8400,[47 49],r,-0.1,-0.269612813671875,2
8401,[47 48],l,-0.1,-0.29295024662109376,3
8402,[47 49],r,-0.1,-0.3046666138671875,2
8403,[47 48],r,-0.1,-0.28877841796875003,2
8404,[47 47],l,-0.1,-0.2972840771484375,3
8405,[47 48],r,-0.1,-0.3015404355078125,2
8406,[47 47],r,-0.1,-0.264998880078125,2
8407,[47 46],r,-0.1,-0.2569187109375,2
8408,[47 45],l,-0.1,-0.286210529296875,3
8409,[47 46],u,-10,-8.890082169921875,0
8410,[47 46],r,-0.1,-0.27877588671875,2
8411,[47 45],u,-0.1,-0.26507882812500005,0
8412,[46 45],u,-0.1,-0.26068359375000005,0
8413,[45 45],l,-0.1,-0.22114062500000004,3
8414,[45 46],l,-0.1,-0.16156250000000003,3
8415,[45 47],l,-10,-9.7521875,3
8416,[45 47],u,-0.1,-0.1584375,0
8417,[44 47],d,-0.1,-0.19317187500000002,1
8418,[45 47],u,-0.1,-0.21281750000000002,0
8419,[44 47],u,-0.1,-0.22304375000000004,0
8420,[43 47],d,-0.1,-0.22598984375000003,1
8421,[44 47],d,-0.1,-0.22560312500000002,1
8422,[45 47],r,-0.1,-0.21050000000000002,2
8423,[45 46],d,-10,-9.464578125,1
8424,[45 46],l,-0.1,-0.22550625000000002,3
8425,[45 47],r,-0.1,-0.25672781250000004,2
8426,[45 46],l,-0.1,-0.258521,3
8427,[45 47],u,-0.1,-0.2567784375,0
8428,[44 47],u,-0.1,-0.25269046875,0
